id,asset_name,asset_type,distribution_asset,timestamp,survival_probability
241917,l(r:p49udm22112-p49udm22115),distribution_overhead_lines,cb29b19a-de43-4faf-bf38-721a8dfd78e7,1961-09-12T08:00:00,0.9209128316015586
241966,l(r:p49udm22115-p49udt7656lv),distribution_overhead_lines,79218348-f722-433c-9e71-62b8de617883,1961-09-12T05:00:00,0.9999997294458332
241967,l(r:p49udm22115-p49udt7656lv),distribution_overhead_lines,79218348-f722-433c-9e71-62b8de617883,1961-09-12T06:00:00,0.1934084009113748
241968,l(r:p49udm22115-p49udt7656lv),distribution_overhead_lines,79218348-f722-433c-9e71-62b8de617883,1961-09-12T07:00:00,0.99999939089705
241969,l(r:p49udm22115-p49udt7656lv),distribution_overhead_lines,79218348-f722-433c-9e71-62b8de617883,1961-09-12T08:00:00,0.9213989257909306
242018,l(r:p49udt7657lv-p49ulv66363),distribution_overhead_lines,a2ccc544-8b72-4697-84b1-5af807fdbfeb,1961-09-12T05:00:00,0.9999501089731665
242019,l(r:p49udt7657lv-p49ulv66363),distribution_overhead_lines,a2ccc544-8b72-4697-84b1-5af807fdbfeb,1961-09-12T06:00:00,0.15045707559104216
242021,l(r:p49udt7657lv-p49ulv66363),distribution_overhead_lines,a2ccc544-8b72-4697-84b1-5af807fdbfeb,1961-09-12T08:00:00,0.722496040741089
242070,l(r:p49udm22116-p49ulv18926),distribution_overhead_lines,05b3a999-a26d-4fc7-8b0b-2eb8342465e4,1961-09-12T05:00:00,0.9999478848215402
242071,l(r:p49udm22116-p49ulv18926),distribution_overhead_lines,05b3a999-a26d-4fc7-8b0b-2eb8342465e4,1961-09-12T06:00:00,0.1501100751650173
242073,l(r:p49udm22116-p49ulv18926),distribution_overhead_lines,05b3a999-a26d-4fc7-8b0b-2eb8342465e4,1961-09-12T08:00:00,0.7175160007548547
242122,l(r:p49udm22116-p49ulv54054),distribution_overhead_lines,8e2a5616-35d2-4d74-87c0-0aef4aaf9fcf,1961-09-12T05:00:00,0.9999460787578268
242123,l(r:p49udm22116-p49ulv54054),distribution_overhead_lines,8e2a5616-35d2-4d74-87c0-0aef4aaf9fcf,1961-09-12T06:00:00,0.14968236660964118
242125,l(r:p49udm22116-p49ulv54054),distribution_overhead_lines,8e2a5616-35d2-4d74-87c0-0aef4aaf9fcf,1961-09-12T08:00:00,0.7177325486944632
242174,l(r:p49udm22116-p49udt7657lv),distribution_overhead_lines,8eb949fc-8bdc-444c-8aee-724b5f3597b6,1961-09-12T05:00:00,0.9999490793118124
242175,l(r:p49udm22116-p49udt7657lv),distribution_overhead_lines,8eb949fc-8bdc-444c-8aee-724b5f3597b6,1961-09-12T06:00:00,0.15030951704129702
242177,l(r:p49udm22116-p49udt7657lv),distribution_overhead_lines,8eb949fc-8bdc-444c-8aee-724b5f3597b6,1961-09-12T08:00:00,0.7197758707929284
242226,l(r:p49udm22120-p49ulv77437),distribution_overhead_lines,a54d5ba6-3e8e-42c3-9a8c-3fbe823a70fe,1961-09-12T05:00:00,0.9999564054395146
242227,l(r:p49udm22120-p49ulv77437),distribution_overhead_lines,a54d5ba6-3e8e-42c3-9a8c-3fbe823a70fe,1961-09-12T06:00:00,0.1519357680770772
242229,l(r:p49udm22120-p49ulv77437),distribution_overhead_lines,a54d5ba6-3e8e-42c3-9a8c-3fbe823a70fe,1961-09-12T08:00:00,0.7268377144599971
242278,l(r:p49udm22117-p49ulv23623),distribution_overhead_lines,ffd83781-6611-4e30-8f88-48303cd46e9a,1961-09-12T05:00:00,0.9999554973577721
242279,l(r:p49udm22117-p49ulv23623),distribution_overhead_lines,ffd83781-6611-4e30-8f88-48303cd46e9a,1961-09-12T06:00:00,0.15185366999358263
242281,l(r:p49udm22117-p49ulv23623),distribution_overhead_lines,ffd83781-6611-4e30-8f88-48303cd46e9a,1961-09-12T08:00:00,0.7224278128084513
242330,l(r:p49udm22117-p49udm22120),distribution_overhead_lines,fb75326a-7c05-410c-b5e7-a45affd72114,1961-09-12T05:00:00,0.9999550945224657
242331,l(r:p49udm22117-p49udm22120),distribution_overhead_lines,fb75326a-7c05-410c-b5e7-a45affd72114,1961-09-12T06:00:00,0.15168580314262647
242333,l(r:p49udm22117-p49udm22120),distribution_overhead_lines,fb75326a-7c05-410c-b5e7-a45affd72114,1961-09-12T08:00:00,0.7239616886348209
242382,l(r:p49udm22120-p49udt7657lv),distribution_overhead_lines,eca0089f-2b89-4e66-88e0-c8d1799cc983,1961-09-12T05:00:00,0.9999532140035324
242383,l(r:p49udm22120-p49udt7657lv),distribution_overhead_lines,eca0089f-2b89-4e66-88e0-c8d1799cc983,1961-09-12T06:00:00,0.15120682225203663
242385,l(r:p49udm22120-p49udt7657lv),distribution_overhead_lines,eca0089f-2b89-4e66-88e0-c8d1799cc983,1961-09-12T08:00:00,0.7234291094528604
242434,l(r:p49udm22121-p49ulv18927),distribution_overhead_lines,73c6703c-f68f-4b38-a04f-207bf1c90a5b,1961-09-12T05:00:00,0.9999626124588114
242435,l(r:p49udm22121-p49ulv18927),distribution_overhead_lines,73c6703c-f68f-4b38-a04f-207bf1c90a5b,1961-09-12T06:00:00,0.1592539135084814
242436,l(r:p49udm22121-p49ulv18927),distribution_overhead_lines,73c6703c-f68f-4b38-a04f-207bf1c90a5b,1961-09-12T07:00:00,0.9999227853803085
242437,l(r:p49udm22121-p49ulv18927),distribution_overhead_lines,73c6703c-f68f-4b38-a04f-207bf1c90a5b,1961-09-12T08:00:00,0.7193443630090565
242486,l(r:p49udm22121-p49ulv73040),distribution_overhead_lines,c0aeae80-d8bc-4e6b-b399-7f4131d8c603,1961-09-12T05:00:00,0.999962576665628
242487,l(r:p49udm22121-p49ulv73040),distribution_overhead_lines,c0aeae80-d8bc-4e6b-b399-7f4131d8c603,1961-09-12T06:00:00,0.159167465640079
242488,l(r:p49udm22121-p49ulv73040),distribution_overhead_lines,c0aeae80-d8bc-4e6b-b399-7f4131d8c603,1961-09-12T07:00:00,0.9999318406207456
242489,l(r:p49udm22121-p49ulv73040),distribution_overhead_lines,c0aeae80-d8bc-4e6b-b399-7f4131d8c603,1961-09-12T08:00:00,0.7187377719540606
242538,l(r:p49udm22121-p49udt7658lv),distribution_overhead_lines,5d2f48d1-8902-41fa-a4a6-66ee92f00490,1961-09-12T05:00:00,0.9999627835016228
242539,l(r:p49udm22121-p49udt7658lv),distribution_overhead_lines,5d2f48d1-8902-41fa-a4a6-66ee92f00490,1961-09-12T06:00:00,0.15926223939400552
242540,l(r:p49udm22121-p49udt7658lv),distribution_overhead_lines,5d2f48d1-8902-41fa-a4a6-66ee92f00490,1961-09-12T07:00:00,0.9999268014274237
242541,l(r:p49udm22121-p49udt7658lv),distribution_overhead_lines,5d2f48d1-8902-41fa-a4a6-66ee92f00490,1961-09-12T08:00:00,0.718955031009129
242590,l(r:p49udm22122-p49ulv35676),distribution_overhead_lines,d8b5a728-4c4e-496e-beaf-3aed81f3cc4c,1961-09-12T05:00:00,0.9999603019582165
242591,l(r:p49udm22122-p49ulv35676),distribution_overhead_lines,d8b5a728-4c4e-496e-beaf-3aed81f3cc4c,1961-09-12T06:00:00,0.1584852982339564
242592,l(r:p49udm22122-p49ulv35676),distribution_overhead_lines,d8b5a728-4c4e-496e-beaf-3aed81f3cc4c,1961-09-12T07:00:00,0.9999461943988528
242593,l(r:p49udm22122-p49ulv35676),distribution_overhead_lines,d8b5a728-4c4e-496e-beaf-3aed81f3cc4c,1961-09-12T08:00:00,0.7190947656585172
